Cluster,Pergunta,Palavra chave
69,cancelamento seguro vida empresa,
51,Declaração inexistência outros seguros,
20,carta verde seguros sul america,
18,autorização de debito seguro auto,
37,seguro de consorcio,
20,como funciona carta verde seguros,
9,COMO EFETUAR UM ENDOSSO DE ENDEREÇO DE SEGURO RESIDENCIAL ,
6,Como cancelar seguro vida empresa?,
10,cancelamento de seguro pj ,
10,cancelamento de seguro,
3,como cancelar seguro,
3,como cancelar seguro residencial,
27,como cancelar o seguro do cheque protegido?,
94,como alterar data de seguro residencial ,
37,alteração de data de seguro ,
94,como alterar data de debito de seguro residencial ,
37,cancelamento de seguro renovado automaticamente,
3,Como cancelar apólice de Seguro Auto?,
10,cancelamento de seguro/,
37,como cancelar o seguro renovado automaticamente,
3,Como cancelar o Seguro?,
14,Como contratar seguro auto?,
37,endosso seguro auto tokyo marine,
47,como cancelar seguro cheque especial protegido?,
37,SEGURO RESIDENCIAL É QUAL TAMANHO DO IMOVEL? ,
27,CONCELAMENTO SEGURO CHEQUE PROTEGIDO,
27,COMO CANCELAR O SEGURO CHEQUE EMPRESA,
37,QUAL O CONCEITO DE TAMANHO DO IMOVEL  DO SEGURO RESIDENCIAL?  ,
78,Como ocorre a teimosinha do seguro de vida? ,
27,COMO CANCELAR O SEGURO PROTEGIDO CHEQUE EMPRESA,
41,como cancelar seguro acidenctes pessoais?,
65,seguro viagem pela bandeira master,
52,como cancelar seguro cartao protegido,
73,fiz um seguro para minha cliente e não foi debitado da conta dela,
27,COMO CANCELAR O SEGURO CHEQUE EMPRESA PROTEGIDO,
27,COMO CANCELAR O SEGURO CHEQUE EMPRESA,
27,COMO CANCELAR O SEGURO PROTEGIDO CHEQUE EMPRESA,
33,como acionar o seguro mastercard,
27,como cancelar seguro cheque protegido,
27,como cancelar seguro cheque protegido,
73,seguro de vida nao debitado,
59,redução valor seguro de vida,
20,Quais as profissões não podem contratar Seguros?,
78,teimosinha seguro vida,
66,o seguro da minha cliente nao esta debitando ,
27,COMO CANCELAR O SEGURO PROTEGIDO CHEQUE EMPRESA,
47,Como realizar o cancelamento do seguro cheque especial protegido?,
37,teimoninha seguro de vida?,
10,cancelamento de seguro auto,
16,quais coberturas e assintencias no seguro auto allianz,
52,como cancelar seguro cartao?,
63,como incluir o beneficiário do seguro de vida ?,
3,Como cancelar seguro empresarial genérico?,
9,endosso de seguro ,
58,cobertura seguro vida socio empresa,
12,como consultar classe de bonus de seguro auto?,
37,qual é o seguro para renda protegida?,
12,Como consultar as condições do seguro renda ?,
37,como ver as coberturas seguro sulamerica auto ?,
37,prazo de carencia seguro vida ,
33,Quantas vezes pode acionar o seguro de vida?,
59,Qual o valor do capital segurado do Seguro?,
27,Como cancelar o seguro cheque empresa protegido?,
16,Quais são as coberturas de Seguro Auto?,
40,Como emitir o bilhete do Seguro Acidentes de Cartões?,
33,Quantas vezes pode acionar o seguro proteção vida ?,
53,ASSISTENCIA 24 HORAS SEGURO PATRIMONIAL,
18,debito seguro ,
33,procedimento para acionar o seguro ?,
47,cancelar seguro cheque especial protegido,
69,COMO CALCULAR SEGURO PATRIMONIAL EMPRESA DE 20.000.000?,
86,quais assistencias do seguro auto allianz?,
47,cancelar seguro protegido cheque especial,
31,Como recalcular a cotação do Seguro Proteção Empresarial Genérico?,
37,Quais são os benefícios da Assistência 24 Horas do Seguro Auto?,
47,cancelar cheque especial seguro protegido,
6,como cancelar seguro de vida,
37,como saber qual seguro esta debitando em conta corrente ,
69,cancelamento de seguro vida empresa,
10,cancelamento seguro patrimonial,
18,localizar debito seguro ,
94,como alterar os beneficiários da apólice de seguro de vida,
72,cartão de credito seguro para nao correntista ,
44,SEGURO VIDA  BENEFICIARIOS,
72,cartão de credito seguro para nao correntista ,
16,Quais as coberturas do Seguro?,
27,como cancelar o seguro cheque protegido ?,
37,Caso de receber seguro dependente de menor?,
37,como cancelar seguro patrimonial feito no mesmo dia,
87,Abertura sinistro seguro residencial,
11,Como abrir sinistro de seguro?,
10,cancelamento de seguro,
87,seguro auto as peças em caso de sinistro não são originais?,
9,Alteração endosso do seguro alto?,
9,Endosso do seguro do carro?,
85,Como solicitar apólice do seguro residencial?,
84,Como fazer alteração de titular de um seguro?,
37,seguro para motoristas aplicativos,
73,cancelamento seguro debitado,
37,como funciona o seguro ?,
37,seguro contratado porem não aparece para autorizar,
37,seguro cancelado antes de 8 meses,
86,QUAIS SÃO AS ASSISTENCIAS DO SEGURO RESIDENCIAL DOSE DUPLA?,
9,Como efetuar o endosso para o Seguro?,
79,Qual as características do Seguro Plano Odonto Especial ?,
63,incluir beneficiários no seguro de vida já emitido,
14,contratar seguro para celular,
31,serviços do seguro empresarial,
94,ALTERAR O ENDEREÇO DO SEGURO RESIDENCIAL,
66,SEGURO DE CLIENTE NAO ESTA DEBITANDO,
18,Como consultar Debito de Seguro de vida não efetuado?,
46,COMO SABER O PQ NAO DEBITOU O SEGURO DO CLIENTE,
16,Quais são as assistências do Seguro?,
42,quanto tempo para estorno de seguro cair na conta,
37,quanto tempo para cair o seguro na conta,
37,quando cai o seguro na conta,
68,idade maxima seguro vida ,
78,teimosinha de seguros,
84,como fazer seguro genérico para pessoa jurídica?,
10,cancelamento de seguro,
37,COMO INCLUIR CONJUGE NA APOLICE DO SEGURO,
37,como funciona o seguro residencial?,
65,beneficios seguro do cartão,
65,beneficios do seguro do cartão de crédito,
84,COMO FAZER SEGURO DE VIDA COM COBERTURA PARA O CONJUGE ,
16,Quais as coberturas do Seguro?,
37,SEGURO DE VIDA COBERTURA PARA O CONJUGUE ,
37,Prazo para acionamento de seguro,
10,cancelamento de seguro,
37,seguro patrimonial mudança de endereço,
9,Como efetuar o endosso para o Seguro?,
68,ate qual idade para realizar seguro de vida,
68,qual idade maxima para seguro de vida empresa,
42,valor de estorno de seguro,
36,qual campanha esta vigente em seguro auto?,
42,quando entra o estorno na cotna de seguro cancelado,
37,quando entra o estonor do seguro,
10,cancelamento de seguro,
18,como verificar do que se trata debito de seguro?,
73,a que se refere um seguro debitado?,
20,indice de qualidade de seguros,
29,a que se refere a cobrança de seguro previdencia?,
37,OPCOES SEGURO DE VIDA,
37,DUVIDA PARA ADQUIRIR COPIA DO CERTIFICADO DA APOLICE SEGURO DE VIDA,
10,cancelamento de seguro,
69,Como realizar a contratação do seguro empresa,
60,o seguro de auxilio funeral pode ser contratado ate qual idade,
47,como retirar seguros cheque especial protegido ,
47,como cancelar seguro cheque especial ,
27,seguro cheque protegido ,
20,cancelamento de seguros,
16,quais as coberturas seguro de vida?,
20,cancelamento de seguros,
20,cancelamento de seguros,
3,como cancelar o seguro residencial,
88,Como contratar seguro de vida para terceiros,
16,Coberturas do seguro proteção familiar,
84,Como fazer a adesão do seguro de vida em grupo?,
51,declaração de inexistencia de outros seguros,
37,como verificar cobrança de seguro,
10,seguro de vida cancelamento,
12,como consultar um seguro residencial vinculado ao crédito imobiliário,
37,Quais os motivos de cancelamento do Seguro?,
10,seguro de vida cancelamento,
37,a que se refere a cobranca de seguro,
10,cancelamento de seguro,
23,IMPRIMIR APOLICE SEGURO ALTO ,
37,CANCELAMENTO DE SEGURO RECUSADO PELA SEGURADORA ,
9,endosso de seguro ,
3,Como cancelar seguro residencial ?,
84,como fazer endosso de seguro residencial ,
62,consulta apólice seguro auto?,
85,Como solicitar apólice do Seguro Auto?,
37,contratar seguro perda e roubo de cartoes ,
37,seguro perda e roubo do cartao ,
29,a que se trata seguro previdencia,
37,numero para ligar para seguro auto,
33,acionar seguro perda e roubo ,
72,como contratar seguro de cartao de credito ,
10,cancelamento de seguro,
72,seguro cartao de credito ,
3,cancelar seguro,
3,cancelar seguro,
52,contratação seguro de cartao ,
96,alteração de endereço do seguro residencial ,
71,Como cadastrar endosso de beneficiário no Seguro de Vida?,
37,eu consigo incluir outdoor no seguro patrimonial pj,
94,como alterar endereço do seguro residencial ,
75,o que cobre o seguro do contrato de credito imobiliario?,
14,Quais os canais disponíveis para contratar Seguro Cartão?,
36,campanha de seguros novembro azul,
85,como solicitar seguro patrimonial,
70,Vistoria de seguro auto ,
36,Quem pode participar da campanha Novembro Azul do Seguro de vida?,
82,quantos dias pode se enviar apolice de seguro ,
65,seguro cartão viagem,
37,inclusão de outdoor no seguro patrimonial pj,
37,como vou cancelar um seguro,
10,cancelamento de seguro,
72,contratação seguro cartao de credito ,
37,o que cobre no seguro habitacional?,
10,cancelamento de seguro,
52,seguro cartao protegido cartão black,
37,seguro de danos fisicos ao imovel?,
12,como consultar uma proposta de seguro cancelada,
52,valores seguros cartao protegido cartão black,
37,o que cobre no seguro habitacional?,
12,como consultar uma proposta de seguro já cancelada,
20,Regulamento Indicador de Qualidade de Seguros,
84,consigo fazer seguro para um cliente analfabeto?,
6,como cancelar seguro vida,
37,como saber quem solicitou o cancelamento de uma proposta de seguro,
16,quais são as restrições para seguro de vida,
3,Como cancelar o Seguro?,
20,Quais as profissões não podem contratar Seguros?,
27,cancelamento de seguro cheque protegido,
88,restrições para contratar seguro de vida,
37,canal onde foi cancelado o seguro de vida,
8,seguro auto não debitado,
37,como debitar um seguro auto que esta em atraso?,
37,seguro auto com parcela em atraso,
96,Como realizar o cancelamento do seguro residencial?,
14,Como contratar seguro para não afalbetizado?,
14,Como contratar seguro para afalbetizado?,
37,contratação de seguro para não analfabetizado,
37,como localizar seguro de vida,
18,debito de seguro auto não realizado,
37,bonus renovação seguro,
37,seguro auto parcela não debitada,
60,cobertura seguro proteção funeral,
37,como debitar uma parcela de seguro auto?,
37,como saber classe bonus seguro,
10,cancelamento de seguro,
94,como alterar endereço de seguro residencial,
10,cancelamento de seguro,
3,como cancelar seguro,
19,como imprimir boleto de seguro ficha de compensação,
6,como cancelar seguro de vida?,
8,seguro auto não debitado,
60,seguro de vida: auxilio funeral familiar,
6,como cancelar seguro de vida?,
19,como imprimir boleto de seguro acidentes pessoais,
8,seguro auto não debitado,
19,como imprimir boleto de seguro acidentes pessoais,
60,seguro de vida. auxilio funeral familiar,
37,seguro residencial para quem mora de aluguel,
37,seguro residencial para quem mora de aluguel,
37,seguro residencial para quem mora de aluguel,
73,seguro debitado e nao cadastrado,
73,seguro debitado ,
73,seguro debitado na conta mas nao consta cnpj,
10,cancelamento de seguro de vida,
37,cancelar seguro na conta terceiros,
37,cancelar seguro terceiro,
70,como reagendar vistoria de seguro de veiculo ? ,
6,como cancelar seguro de vida?,
10,cancelamento seguro,
15,central de atendimento sompo seguros,
37,senha para acessar apolice do seguro auto,
61,abrir chamado para cancelar seguro de vida?,
3,Como cancelar o Seguro?,
23,Como imprimir apolice do seguro auto?,
85,Como solicitar apólice do Seguro Auto?,
37,ALTERACAO DE ENDEREÇO PARA SEGURO PATRIMONIAL,
37,Quais as condições da classe de bônus do Seguro Auto?,
98,envio de exame medico para seguro de vida,
98,seguro de vida envio de documentação,
15,Qual é a Central de Atendimento do seguro viagem?,
53,Quais as assistencia temos no seguro residencial ? ,
86,assistencias no seguro residencial,
96,serviços no seguro residencial,
10,cancelamento de seguro,
37,Quais os motivos de cancelamento do Seguro?,
28,cliente com contratacao de seguro empresarial errado,
97,Como Cancelar Seguro Cartão Protegido por não reconhecimento de contratação ?,
37,qual é a coertura do seguro por desmoronamento,
16,Quais as coberturas da garantia do Seguro Proteção Residencial?,
15,central seguro auto para funcinario ,
36,quail o benefício dos seguros de vida  durante a campanha novembro azul?,
37,seguro protecao residencial cintrata para ata que idade ,
12,como consultar o meio de contratação de um seguro?,
12,Como consultar por qual canal foi contratado o seguro?,
52,COMO FUNCIONA ESSE SEGURO DE CARTAO PROTEGIDO?,
20,como contratar seguros ,
18,debito de seguro residencial que não ocorreu,
52,como cancelar o seguro do cartao,
59,Qual o valor do Seguro do Cartão?,
49,COMO CONTRATAR SEGURO CARTAO COMPLETO?,
37,como debitar o seguro na conta de terceiro,
37,PASSO A PASSO PARA CONTRATAR SEGURO CARTAO COMPLETO,
52,como cancelar seguro protegido do cartao,
41,Quais os benefícios do seguro acidentes pessoais?,
41,Qual a proteção do seguro acidentes pessoais?,
37,Quais são as modalidades do Seguro?,
16,Quais as coberturas do seguro ap?,
37,cobertura do seguro do emprestimo consignado,
52,SEGURO CARTAO PROTEGIDO COMPLETO,
37,fazemos seguro de taxi,
85,Como solicitar um seguro,
12,como consultar no sistema se o cliente está autorizado a fazer cambio,
12,como consultar se do cliente está habilitado para fazer cambio,
12,como consultar um cambio que o cliente recebeu?,
1,como calcular a conversão de uma ordem de pagamento recebida nas operações de cambio,
50,como consultar remessa de cambio enviada,
48,fechamento de cambio ,
37,qual a aliquota de IOF para operações de cambio,
37,cambio fisico na pj,
37,como operar com cambio pj?,
5,operação de cambio,
37,operação de cambio como liquidar,
5,operacao de cambio com garantia de investimento ,
12,como consultar cambio,
1,Como proceder quando a Ordem de Pagamento enviada não consta na planilha de Status de cambio?,
5,emissão de cambio,
37,Como fazar cambio,
76,QUAL A TARIFA COBRADA EM OPERAÇOES DE CAMBIO,
57,QUAL É A TAXA DO IOF PARA ENVIO DE REMESSA DE CAMBIO,
30,receber cambio,
37,reemitir cambio ,
37,operações de cambio acima de 3000,
1,cambio orfem de pagamento,
37,realizar operação de cambio,
1,LOCALIZAR UMA ORDEM DE CAMBIO?,
1,emitir ordem de pagamento cambio,
37,cambio swift,
48,fechamento de cambio não regularizado,
50,consultar remessa de cambio,
62,consulta de ordem de pagamento de cambio,
37,cambio swift verificar,
43,remessa de cambio recebimento,
1,recebimento de ordem de pagamento cambio,
98,envio de cambio,
12,swift cambio consultar,
62,consulta de ordem de pagamento de cambio,
37,liberação de investimento bloqueado por operação de cambio ,
37,autorizar cambio,
37,liberação de investimento para contrato de cambio ,
43,recebimento de cambio,
37,investimento bloqueado por operação de cambio ,
5,operacao de cambio naõ regularizada,
1,liberação de ordem de pagamento de cambio,
37,transferencia de cambio,
45,como fechar cambio atraves da mesa de cambio?,
37,como reimprimir um contrato de cambio pronto pj?,
37,como reimprimir um contrato de cambio pronto pj?,
45,como fechar ordem de cambio?,
5,operação de cambio ,
59,como verificar um valor vindo exterior cambio?,
12,Como consultar um vlr de cambio vindo do exterior?,
5,operaçao de cambio,
5,liquidar uma operacao de cambio,
5,liquidação de op cambio,
37,recebendo cambio pf,
62,consulta cambio,
39,taxa de cambio,
39,taxa para transação de cambio ,
48,fechamento de cambio pf,
59,como aumentar o valor para o cliente operar com cambio,
84,Como fazer alteração do limite operacional de cambio do cliente?,
37,emissao de cambio ,
62,consulta fechamento de cambio,
1,como localizar ordem de cambio,
48,como consultar pedido de fechamento de cambio?,
48,como consultar solicitação de fechamento de cambio,
76,qUAL É A TARIFA COBRADA EM OPERAÇÕES DE CAMBIO?,
77,Tarifa para cambio PJ,
77,Tarifa de cambio para ordem de pagamento PJ,
98,IOF para envio de cambio,
55,habilitação conta para cambio,
15,fone de central de atendimento cambio funcionario,
50,REMESSA DE CAMBIO PONTUAL,
71,COMO CADASTRAR CAMBIO?,
84,qual o limite para o cliente Select fazer um cambio?,
59,como realizar a devolução do valor do cambio em sua origem ,
37,como realizar cambio pelo aplicativo,
62,consulta ordem de cambio ,
48,fechamento de cambio pj ,
37,COMO REIMPRIMIR CONTRATO DE CAMBIO PRONTO PJ,
43,recebimento de cambio,
39,negociar taxa de cambio,
37,cliente não consgeue operar com cambio,
37,cliente não consegue operar com cambio ocorrendo mensagem excede limite diário,
37,aumentar limite cambio,
37,COMO IMPRIMIR CONTRATO DE CAMBIO PRONTO,
15,como falar na central na area de cambio?,
37,como cancelar contrato de cambio,
38,liquidacao de ordem cambio,
84,Como fazer alteração do limite operacional de cambio do cliente?,
84,como fazer cambio por procuração ?,
3,como cancelar operação de cambio?,
37,comprovante de operação de cambio,
30,receber cambio?,
37,REIMPRESSAO DE CONTRATO DE CAMBIO PRONTO PJ,
50,remessa de cambio,
37,como realizar cambio,
82,Como enviar ordem de cambio por procuração ?,
37,comprovante de swift de cambio,
50,remessa de cambio do exterior para o Brasil,
50,como criar uma remessa de cambio,
45,como fechar uma ordem de pagamento de cambio?,
50,criar remessa de cambio,
48,fechamento de cambio  PF?,
25,segunda via de contrato de cambio,
37,COMO ABRIR UMA CONTA PARA OPERAR COM CAMBIO,
39,saber a taxa de cambio,
25,segunda via de contrato de cambio,
12,COMO CONSULTAR SE TEVE PROBLEMA COM CAMBIO ,
48,FECHAMENTO DE CAMBIO INTERNET,
5,liquidação de cambio pf,
37,recepcionar cambio,
62,consulta ordem de cambio,
98,envio de cambio,
25,SEGUNDA VIA DE CONTRATO DE CAMBIO,
50,COMO FAZER DEVOLUÇÃO DE REMESSA DE CAMBIO?,
37,iof operação de cambio,
50,REMESSA DE CAMBIO NÃO DEVOLVIDA PRA CONTA,
25,SEGUNDA VIA DE CONTRATO DE CAMBIO,
37,ORDEM DE CAMBIO NEGADA E NÃO DEVOLVIDA PRA CONTA,
37,cambio recebido,
1,consilta ordem de cambio,
12,consultar liquidação de cambio ,
37,cambio comprovante ,
82,enviar cambio,
12,como faço para consultar se o cliente pode fazer cambio,
84,empresa está liberada para fazer cambio,
37,como operar cambio,
30,como receber cambio?,
30,como receber cambio do exterior?,
98,envio de cambio,
30,o que é necessário para receber uma ordem de cambio do exterior?,
37,perfil sistema ar cambio,
84,como fazer operação de cambio cliente empresas/,
48,fechamento cambio,
98,envio de ordem de cambio,
50,Remessa cambio frança,
48,fechamento de cambio ,
48,fechamento de cambio,
30,receber cambio,
30,Como receber um cambio?,
30,Como receber um cambio?,
39,valor taxa de cambio?,
67,FECHAMENTO DE OPERAÇÃO DE CAMBIO PESSOA JURIDICA,
37,book de natureza cambio,
67,FECHAMENTO DE CAMBIO PESSOA JURIDICA ,
50,como consultar que uma remessa de cambio foi devolvida para sua origem ,
37,onde vejo o limite para o cliente operar com cambio?,
62,consulta remessa de cambio,
37,como que faz um cambio para um cliente ,
12,como consultar devolução de cambio ,
50,como consultar uma devolução de remessa de cambio,
37,cliente na agencia para realizar cambio pagamento para pamento de escola,
37,compra e recepção de cambio pf,
5,recepção de cambio pf,
37,abertura de conta pj com utilização de cambio,
1,devolução de ordem de pagamento de cambio para o exterior ,
30,como receber cambio PJ,
1,ordem pagamento cambio,
5,fechamento operacao cambio pj,
45,como fechar cambio pj,
62,consulta fechamento de cambio,
1,como consultar ordem de pagamento de cambio,
12,consultar cambio recebido,
62,consulta de cambio?,
43,recebimento de cambio com procuração,
43,recebimento cambio,
37,dúvidas relacionadas ao teor da procuração para liquidação de cambio,
1,ordem de pagamento de cambio,
5,operação de cambio ,
1,ordem de cambio,
30,receber ordem de cambio,
1,LOCALIZAR ORDEM DE PAGAMENTO CAMBIO,
43,recebimento ordem de cambio,
14,como contratar operação de cambio,
14,é possível contratar operação de cambio pelo app,
37,taxas para cambio,
12,como consultar cambio,
12,consultar ordens de cambio,
43,recebimento de cambio,
43,recebimento de cambio,
43,recebimento ordem de cambio,
48,fechamento de cambio,
37,como cadastarar cambio,
37,como realizar um cambio,
7,cadastro de cambio,
5,operação de cambio,
1,como liberar uma ordem de cambio?,
48,fone para fechamento de cambio juridico,
12,como consultar uma ordem de cambio enviada?,
48,Fechamento operação de cambio ,
48,cambio fechamento,
48,cambio fechamento ,
37,cambio moeda,
1,como liberar uma ordem de cambio?,
37,COMO VERIFICAR SE O CLIENTE POSSUI ALGUM IMPEDITIVO PARA RECEBER CAMBIO,
99,como contratar cambio para cliente pessoa fisica?,
37,como cancelar venda de cambio?,
1,COMO CONSULTAR A LIBERACAO DE ORDEM DE PAGAMENTO DE CAMBIO,
37,canal bancario para cambio,
39,TAXA DE CAMBIO ,
99,COMO FECHAR CAMBIO PARA CLIENTE PESSOA FISICA?,
1,EM QUANTO TEMPO ORDEM DE PAGAMENTO DE CAMBIO CREDITA,
77,tarifa de cambio,
5,liquidar operacao de cambio,
43,recebimento de cambio,
1,COMO CREDITAR UMA ORDEM DE PAGAMENTO DE CAMBIO,
15,CENTRAL DE CAMBIO,
43,recebimento de cambio fechamento,
43,recebimento cambio,
43,cambio recebimento,
1,devolução de ordem de pagamento cambio do exterior ,
77,tabela de tarifa cambio,
98,ENVIO DE CAMBIO EXTERIOR,
77,tarifa de servicos de cambio,
37,servicos de cambio,
30,receber cambio,
1,qual prazo para liquidar uma ordem de cambio ,
37,quanto a ordem de cambio fica disponivel PARA liquidação ,
1,ordem de pagamento cambio,
1,ordem de pagamento cambio,
15,CENTRAL DE ATENDIMENTO DE CAMBIO,
1,cliente deseja devolver ordem de pagamento de cambio que recebeu,
98,envio para envio de cambio,
34,envio de email de recebimento de cambio,
37,como repatriar uma operação de cambio?,
30,como receber ordem de cambio,
48,fechamento de cambio,
37,como solicitar aument ode limite de cambio ,
84,Como fazer alteração do limite operacional de cambio do cliente?,
30,como receber cambio,
37,Como liberar cambio em conta corrente?,
71,como cadastrar cliente para cambio,
1,Como consultar ordem de pagamento de cambio?,
37,Como verificar motivo da não liberação de cambio?,
1,como consultar ordem de cambio?,
84,como fazer um cambio ,
57,envio de remessa de cambio ,
57,envio de remessa de cambio ,
48,fechamento de cambio ,
62,consulta cambio,
25,segunda via cambio,
98,onde envio KYC cambio?,
37,tel mesa de cambio,
94,como alterar limite de cambio,
84,fazer transferencia de cambio,
67,para cadastrar o cliente pessoa juridica para operar com cambio ,
5,liquidação de cambio,
42,ESTORNO IO CAMBIO,
42,ESTORNO IOF CAMBIO,
59,COMO AUMENTAR VALOR PARA FECHAMENTO DE CAMBIO RECEBIDO PELOS CANAIS,
52,cartao de cambio,
37,COMO ESTORNAR IOF CAMBIO,
1,ordem de cambio,
43,recebimento de cambio,
37,custo de emissao de cambio,
50,remessa de cambio ,
5,liquidação de cambio por procuração,
5,liquidação de cambio por procuração,
82,Quais são os canais para o cliente enviar uma remessa de cambio?,
37,operação de cambio especie dolar,
37,qual o codigo da operação para cambio venda dolar?,
37,FOMULARIO DE CAMBIO,
59,valor de tarifas cobradas em operações de cambio,
37,termo de adesão para assinatura de contratos de cambio,
59,valor de tarifas cobradas em operações de cambio em conta juridica,
82,enviar ordem de cambio,
55,ENVIO DE CAMBIO PELA CONTA PJ,
37,ENCAMINHAR CAMBIO PELA PJ,
82,ENVIAR CAMBIO PELA PJ,
5,ENCAMINHAR OPERACAO DE CAMBIO PELA PJ,
98,ENVIO DE CAMBIO,
71,cadastrar ordem de cambio,
43,recebimento de cambio,
39,taxa de cambio,
43,recebimento ordem de cambio?,
37,passo a passo envio de cambio pelo app,
48,Fechamento de cambio ,
76,qual é a tarifa cobrada em operações de cambio,
37,cambio pelo app,
37,cambio programado,
50,como consultar uma remessa de cambio devolvida para o pais de origem,
1,ENVIO DE ORDEM DE PAGAMENTO CAMBIO,
62,consulta liquidação de cambio,
12,consultar cambio,
37,Operação de cambio de cheques?,
62,CONSULTA DE CAMBIO,
48,fechamento de cambio ,
55,conta com operação de cambio,
37,devolução de cambio recebido,
50,como consultar ordem de remessa de cambio devolvida,
12,como consultar cambio devolvisd,
14,como contratar cambio pelo mobile?,
77,qual a tarifa de envio de cambio vg?,
57,envio de remessa de cambio,
98,envio de cambio natureza da operação,
48,consultar fechamento de cambio,
48,consultar fechamento de cambio,
43,ordem de cambio recebimento de aluguel ,
39,qual o valor da taxa de emissão de cambio?,
39,qual a taxa de cambio ,
39,qual taxa e cobrada para sacar cambio no chile,
37,mesa de cambio pf,
37,conheça seu cliente cambio,
48,fechamento cambio,
48,fechamento cambio,
34,email do cambio,
74,Status de cambio solicitado cancelamento,
74,Status de cambio solicitado cancelamento,
98,Como verificar status de envio de solictação cambio para areas,
37,Como identicar cambio ,
30,como receber cambio?,
84,como fazer cambio?,
91,contato cambio,
15,central de cambio para funcionarios,
48,fechamento de cambio,
5,TRANSAÇÃO DE CAMBIO,
84,como fazer cambio?,
84,como fazer cambio,
59,cambio enviado ao exterior quando a outra parte recebera valor,
61,Como abrir chamado para cambio ?,
61,como abrir um chamado para um cambio que nao chegou.?,
37,cambio liquidar,
30,receber uma ordem de cambio,
37,como efetivar cambio,
99,mesa cambio pessoa fisica,
43,como consultar recebimento de cambio?,
61,como abrir um chamado para um cambio que nao chegou?,
5,como cadastrar pj para operacao de cambio ,
5,qual procedimento para operacao de cambio,
50,remessa de cambio para o exterior,
37,mesa de cambio pj ,
71,como cadastrar cliente pj para operar com cambio?,
50,naturezas de remessa de cambio,
71,cadastrar cliente pj para operar com cambio,
85,Como solicitar comprovante de cambio?,
85,como solicitar comprovante de cambio,
37,?,
37,??,
37,?,
37,??,
37,?,
37,??,
37,?,
37,??,
37,?,
37,??,
37,?,
37,??,
37,?,
37,??,
54,kkkk,
54,kkkk,
54,kkkk,
54,kkkk,
54,kkkk,
54,kkkk,
32,jsfasfk,
32,jsfasfk,
32,jsfasfk,
32,jsfasfk,
83,oooooooo,
83,oooooooo,
37,qwqe'qwf,
83,oooooooo,
83,oooooooo,
83,oooooooo,
37,o86m,
37,kkkkkkkk,
32,jsfasfk,
32,jsfasfk,
32,jsfasfk,
32,jsfasfk,
32,jsfasfk,
32,jsfasfk,
37,jsfa,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
24,hey,
35,hello,
35,hello,
35,hello,
37,oiii,
37,oiii,
37,ola,
37,bom dia,
35,hello,
35,hello,
35,hello,
6,O que é um seguro de vida temporário?,
37,O que é um seguro de vida temporário decrescente?,
37,Quanto custa um seguro de vida?,
88,Posso contratar mais de um seguro de vida ao mesmo tempo?,
88,Qualquer pessoa pode contratar um seguro de vida?,
37,O que é beneficiário? ,
94,É possível alterar o beneficiário?,
87,O que é sinistro?,
87,Como eu declaro sinistro?,
68,Qual a idade limite para a contratação de um seguro de vida?,
6,O que é um seguro de vida?,
37,O que é um seguro de vida inteira resgatável?,
37,Quem pode ser indicado como beneficiario?,
